locus_tag	acronym	geneProduct	genePublication
MtrunA17Chr4g0042671	MtMYB044	Myeloblastosis (MYB) transcription factor 44	PMID:31188936
MtrunA17Chr4g0042701	MtSDG35	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr4g0043391	MtPrx67	peroxidase	PMID:27375649
MtrunA17Chr4g0043411	MtCycT1-2	Cyclin T type	PMID:33228084
MtrunA17Chr4g0043421	MtLBD4	LOB Domain protein 11	PMID:31543454
MtrunA17Chr4g0043491	MtZIP6	Zinc-Iron Permease 6	PMID:28732146
MtrunA17Chr4g0043511	MtBG29	"beta-1,3-Glucanase 29"	PMID:30416059
MtrunA17Chr4g0043521	MtVAMP721e	vesicle-associated membrane protein 721e	PMID:22566631
MtrunA17Chr4g0043571	MtPT9	phosphate transporter	PMID:27375649
MtrunA17Chr4g0043751	"MtNAP1, MtRIT"	Nck-associated protein 1|required for infection threads (HM590708.1)	PMID:20731530
MtrunA17Chr4g0043881	MtCLE41	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416|PMID:28839170
MtrunA17Chr4g0043891	MtWOX6	wuschel-related homeobox protein	PMID:33299183|PMID:33631796
MtrunA17Chr4g0043931	MtSULTR3.3a	sulfate transporter	PMID:22535379
MtrunA17Chr4g0043951	MtSULTR3.3b	sulfate transporter	PMID:22535379
MtrunA17Chr4g0044181	MtPIN1	PIN-FORMED auxin efflux carrier component	PMID:15375694
MtrunA17Chr4g0044411	MtPUB37	Plant U-box protein 37	PMID:28771553
MtrunA17Chr4g0044421	MtMYB018	Myeloblastosis (MYB) transcription factor 18	PMID:31188936
MtrunA17Chr4g0044631	MtPUB33	Plant U-box protein 33	PMID:28771553
MtrunA17Chr4g0044681	MtDNF2	does not fix nitrogen 2 (phosphatidylinositol phospholipase C-like)	PMID:23278348
MtrunA17Chr4g0044841	MtCYP707A106	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0044851	MtCYP707A107	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0044961	MtCML20	Calmodulin-like 20	PMID:32992668
MtrunA17Chr4g0044991	MtNRPA1 	RNA Pol subunit	
MtrunA17Chr4g0045031	MtATG2	Autophagy related gene	PMID:34824334
MtrunA17Chr4g0045261	MtCRK2	CDPK-related kinase	PMID:30129677
MtrunA17Chr4g0045281	MtPCY86|MtSC8	Plantacyanin/Chemocyanin 86|stellacyanin 8	PMID:29030416|PMID:30649463
MtrunA17Chr4g0045284	MtSC9	stellacyanin 9	PMID:30649463
MtrunA17Chr4g0045291	MtPCY83	Plantacyanin/Chemocyanin	PMID:29030416
MtrunA17Chr4g0045304	MtPCY87|MtSC10	Plantacyanin/Chemocyanin 87|stellacyanin 10	PMID:29030416|PMID:30649463
MtrunA17Chr4g0045311	MtPCY84|MtSC11	Plantacyanin/Chemocyanin 84|stellacyanin 11	PMID:29030416|PMID:30649463
MtrunA17Chr4g0045411	MtGAOL4	GA2-oxidase like 4	PMID:30976084
MtrunA17Chr4g0045431	MtGAOL5	GA2-oxidase like 5	PMID:30976084
MtrunA17Chr4g0045441	MtGAOL6	GA2-oxidase like 6	PMID:30976084
MtrunA17Chr4g0045451	MtGAOL7	GA2-oxidase like 7	PMID:30976084
MtrunA17Chr4g0045461	MtGAOL8	GA2-oxidase like 8	PMID:30976084
MtrunA17Chr4g0045471	MtGAOL9	GA2-oxidase like 9	PMID:30976084
MtrunA17Chr4g0045841	MtMAPK6	MAP kinase 	PMID:24317362
MtrunA17Chr4g0046021	MtCLE42	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr4g0046031	MtCLE43	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr4g0046131	MtPrx74	peroxidase	PMID:27375649
MtrunA17Chr4g0046311	MtBG43	"beta-1,3-Glucanase 43"	PMID:30416059
MtrunA17Chr4g0046321	MtCYP93C27	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0046331	MtCYP93C19	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0046351	MtCYP93C20	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0046441	MtNCR116	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr4g0046461	MtNCR648	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr4g0046471	MtNCR-new42	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr4g0046481	MtNCR117	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr4g0046631	MtCYP82D94	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0046661	MtCYP82D96	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0046694	MtCYP82D97	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0046901	MtRING1B.1	RING FINGER1 B	PMID:34299158
MtrunA17Chr4g0046991	MtSPL3	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr4g0047131	MtRALF7	Rapid Alkalinization Factor	PMID:29030416
MtrunA17Chr4g0047171	MtLAT52/POE_35	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr4g0047181	MtLAT52/POE_40	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr4g0047301	MtPHO2	phosphate starvation response 2	PMID:35080285
MtrunA17Chr4g0047631	MtCYP71AU56	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0047641	MtCYP71AU57	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0047661	MtCYP71AU58	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0047691	MtCYP71AU59	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0047801	TIR domain	Toll-Interleukin-Resistance domain	
MtrunA17Chr4g0048051	MtSTP1_7|MtSTP1.1 	sugar transport protein 	PMID:32016431|PMID:31568488
MtrunA17Chr4g0048301	MtRING1B.2	RING FINGER1 B	PMID:34299158
MtrunA17Chr4g0048391	AFB-like2	auxin signaling F-box like	
MtrunA17Chr4g0048411	MtSTP1|MtSTP1.2 	Sugar transport protein 1	PMID:32016431|PMID:31568488
MtrunA17Chr4g0048421	Disease resistance protein-2	"Disease resistance protein, LRR and NB-ARC domain"	PMID:27245091
MtrunA17Chr4g0048511	MtMYB056	Myeloblastosis (MYB) transcription factor 56	PMID:31188936
MtrunA17Chr4g0048531	MtJMJ22	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr4g0048811	MtPUB34	Plant U-box protein 34	PMID:28771553
MtrunA17Chr4g0048911	MtTPS3	terpene synthase 3 (TC172576)	PMID:25075527
MtrunA17Chr4g0049151	MtCAPE21	CAP-derived peptide	PMID:29030416
MtrunA17Chr4g0049191	MtCAPE14	CAP-derived peptide	PMID:29030416
MtrunA17Chr4g0049901		 SVP-like (SHORT VEGETATIVE PHASE-like)	PMID:33631796
MtrunA17Chr4g0050201	MtABCG3	ABC transporter type G	PMID:28596311
MtrunA17Chr4g0050221	MtABCG4	ABC transporter type G	PMID:28596311
MtrunA17Chr4g0050401	MtCAMTA4	Calmodulin-binding transcription activator 4	PMID:26150823
MtrunA17Chr4g0050681	MtNCR500	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr4g0050821	MtVTL5	Vacuolar iron Transporter-Like protein 5	PMID:32521047
MtrunA17Chr4g0050841	MtVTL7	Vacuolar iron Transporter-Like protein 7	PMID:32521047
MtrunA17Chr4g0050851	MtVTL8/SEN1	Vacuolar iron Transporter-Like protein 8	PMID:32521047|PMID:27245091
MtrunA17Chr4g0051671	HEN1-like	HUA ENHANCER1 (RNA 2'-O-methyltransferase)	
MtrunA17Chr4g0051961	MtFLS2	FLAGELLIN-SENSING 2 (LRR receptor-like serine/threonine-protein kinase)	PMID:27245091
MtrunA17Chr4g0052111	MtSACL3	SUPPRESSOR OF ACAULIS 51-LIKE 3 (bHLH transcription factor)	PMID:33299183
MtrunA17Chr4g0052121	MtKAS II	Ketoacyl-ACP synthase II	PMID:28596307
MtrunA17Chr4g0052131	MCM2-like3	DNA replication licensing factor	
MtrunA17Chr4g0052251	MtGA2ox3	Gibberellin C20-GA2-oxidase 3  (GA inactivation)	PMID:30976084
MtrunA17Chr4g0052291	MtMSI1.4	MULTICOPY SUPRESSOR OF IRA	PMID:34299158
MtrunA17Chr4g0052451	MtPLATZ1	plant AT-rich sequence and zinc binding 1 (transcriptionnal repressor)	PMID:31009122
MtrunA17Chr4g0052691	MtLYM2	LysM domain-containing GPI-anchored protein 2	PMID:16844829
MtrunA17Chr4g0052851	MtCYP81E59	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0052861	MtCYP81E7	Isoflavone 2'-hydroxylase|Cytochrome P450 monooxygenase	PMID:25527707|PMID:34576120
MtrunA17Chr4g0053181	MtAP2a	APETALA 2a	PMID:30108597
MtrunA17Chr4g0053381	MtCycD3-3	Cyclin D type	PMID:33228084
MtrunA17Chr4g0053431	MtMYB101	Myeloblastosis (MYB) transcription factor 101	PMID:31188936
MtrunA17Chr4g0053451	MtNodGRP24	Nodule-specific Glycine-rich	PMID:29030416
MtrunA17Chr4g0053491	MtPIP5	PAMP-induced Secreted Peptide	PMID:29030416
MtrunA17Chr4g0053511	MtPIP12	PAMP-induced Secreted Peptide	PMID:29030416
MtrunA17Chr4g0053621	MtCYP81E58	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0053651	MtFIE.15	FERTILIZATION-INDEPENDENT ENDOSPERM (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr4g0053701	MtNRAMP7	Natural Resistance-Associated Macrophage Protein7	PMID:25818701
MtrunA17Chr4g0053741	MtD14Lb	DWARF-14-like	PMID:31477892
MtrunA17Chr4g0053871	MtPrx38	peroxidase	PMID:27375649
MtrunA17Chr4g0053921	MtPhyCys13	Phytocystatin	PMID:29030416
MtrunA17Chr4g0053961	MtHAG20	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr4g0054011	MtCycD5-2	Cyclin D type	PMID:33228084
MtrunA17Chr4g0054071	MtSHR2	SHORT ROOT 2 (GRAS transcription factor)	PMID:33299183
MtrunA17Chr4g0054151	MtH3L	histone H3	PMID:17028204
MtrunA17Chr4g0054341	MtDHY1	short chain dehydrogenase/reductase 1	PMID:27249190
MtrunA17Chr4g0054371	MtACS2	1-aminocyclopropane-1-carboxylate synthase (ethylene synthase)	PMID:25804975
MtrunA17Chr4g0054391	MtMYB069	Myeloblastosis (MYB) transcription factor 69	PMID:31188936
MtrunA17Chr4g0054461	MtEPFL13	Epidermal Patterning Factor-Like	PMID:29030416
MtrunA17Chr4g0054891	MtNPF7.8	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr4g0054981	MtRRB24	type-B response regulator	PMID:31088345
MtrunA17Chr4g0055731	MtHAG21	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr4g0055851	MtHAT4	Homeobox-leucine zipper protein	PMID:33299183
MtrunA17Chr4g0055961	MtNCR466	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr4g0055981	MtTT2|MtMYB021	Anthocyanin regulatory C1 protein|Myeloblastosis (MYB) transcription factor 21	PMID:25922487|PMID:31188936
MtrunA17Chr4g0056301	MtATG8e	Autophagy related gene	PMID:34824334
MtrunA17Chr4g0056371	MtnsLTP80	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0056381	MtnsLTP81	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0056391	MtnsLTP82	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0056401	MtnsLTP83	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0056411	MtnsLTP84	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0056431	MtNPF6.5	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr4g0056501	MtFRUCT2	soluble acid invertase FRUCT2	PMID:31591150
MtrunA17Chr4g0056541	MtVND4	VASCULAR RELATED NAC-DOMAIN 4	PMID:33299183
MtrunA17Chr4g0056621	MtnsLTP60	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0056851	MtKEULE	SNARE-interacting protein	PMID:22683509
MtrunA17Chr4g0056911	MtNodGRP48	Nodule-specific Glycine-rich	PMID:29030416
MtrunA17Chr4g0056951	MtCYP706A12	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0057001	MtCYP706A19	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0057031	MtMYB125	Myeloblastosis (MYB) transcription factor 125	PMID:31188936
MtrunA17Chr4g0057131	MtCCS52a	cell cycle switch gene 52 a (anaphase-promoting complex activator)	PMID:12953113
MtrunA17Chr4g0057151		AGAMOUS-like	PMID:33631796
MtrunA17Chr4g0057561	MtEXO70	exocyst complex component	PMID:22683509
MtrunA17Chr4g0057641	MtCML21	Calmodulin-like 21	PMID:32992668
MtrunA17Chr4g0057891	MtRAD1 	Required for Arbuscule Development 1 (GRAS transcription factor)	PMID:26511916
MtrunA17Chr4g0058091	MtATG16b	Autophagy related gene	PMID:34824334
MtrunA17Chr4g0058191	MtCYP71AU60	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0058201	MtCYP71AU61	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0058231	MtCYP71AU62	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0058261	MtCYP71A31	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0058281	MtCYP71A61	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0058311	MtNAR2.2	nitrate transporter 3 (NRT3)	PMID:25430977
MtrunA17Chr4g0058331	MtNAR2.1	nitrate transporter 3 (NRT3)	PMID:25430977
MtrunA17Chr4g0058371	MtHYP3	hypothetical protein 3	PMID:27249190
MtrunA17Chr4g0058631	MtMYB061	Myeloblastosis (MYB) transcription factor 61	PMID:31188936
MtrunA17Chr4g0058691	TAR-1	tryptophan aminotransferase-related protein	
MtrunA17Chr4g0058991	MtMYB126	Myeloblastosis (MYB) transcription factor 126	PMID:31188936
MtrunA17Chr4g0059191	MtSWEET4	sucrose transporter	PMID:27021190|PMID:31568488
MtrunA17Chr4g0059201	MtPUB35	Plant U-box protein 35	PMID:28771553
MtrunA17Chr4g0059271	MtRDR2	RNA pol RNA dependant 2 (RNA-directed DNA methylation)	
MtrunA17Chr4g0059421	MtGASA11	Gibberellic Acid-Stimulated in Arabidopsis	PMID:29030416
MtrunA17Chr4g0059551	AtE2Fe-like	E2F transcription factor-like (endoreduplication regulator)	
MtrunA17Chr4g0059571	MtRRA8|MtRR8	type-A response regulator	PMID:31088345|PMID:22034625
MtrunA17Chr4g0059951	MtCDPK26	calcium-dependent protein kinase26	PMID:30129677
MtrunA17Chr4g0059961	MtAHA2	Plasma membrane proton pump 	PMID:26188545
MtrunA17Chr4g0059991	MtNPF2.10	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr4g0060001	MtNPF2.6	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr4g0060071	MtNPF4.6	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr4g0060251	MtCP5|MtCP3	cystein protease 5|cystein protease 3	PMID:35781677|PMID:20081044
MtrunA17Chr4g0060391	MtnsLTP85	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0060601	MtTCP15	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr4g0060721	MtMYB006	Myeloblastosis (MYB) transcription factor 6	PMID:31188936
MtrunA17Chr4g0060761	MtRKD2	RWP-RK domain protein 2	PMID:24987011
MtrunA17Chr4g0060821	MtPSY6	Plant Peptide Containing Sulfated Tyrosine	PMID:29030416
MtrunA17Chr4g0060841		AGAMOUS-like	PMID:33631796
MtrunA17Chr4g0061021	MtPRR5	pseudo response regulator ( clock-RR) 5	PMID:31088345
MtrunA17Chr4g0061381	MtCYP75B86	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0061411	MtHDA7	Histone deacetylase 7	PMID:35161303
MtrunA17Chr4g0061441	MtRbohJ	RESPIRATORY BURST OXIDASE HOMOLOG J	PMID:27375649
MtrunA17Chr4g0061561	MtTCP5B	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr4g0061651	MtSPL6C	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr4g0061691	MtFULb	FRUITFULL 	PMID:25745430
MtrunA17Chr4g0062221	MtCML22	Calmodulin-like 22	PMID:32992668
MtrunA17Chr4g0062271	NC2 alpha-3	"NC2 alpha, NF-YC-related"	PMID:22939172
MtrunA17Chr4g0062311	MtENODL23|MtPCY22	ENOD-like 23|Plantacyanin/Chemocyanin 22	PMID:30649463|PMID:29030416
MtrunA17Chr4g0062341	MtENODL24	ENOD-like 24	PMID:30649463
MtrunA17Chr4g0062451	MtnsLTP132	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0062531	MtnsLTP120	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0062691	MtTCP18	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr4g0062751	MtHDA8	Histone deacetylase 8	PMID:35161303
MtrunA17Chr4g0062771	MtBG44	"beta-1,3-Glucanase 44"	PMID:30416059
MtrunA17Chr4g0063091	MtnsLTP121	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0063141	MtAKT1	Inward rectifying potassium channel protein	PMID:33130893
MtrunA17Chr4g0063221	MtCYP734A12	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0063331	MtENOD93	early nodulin 93	
MtrunA17Chr4g0063591	MtNPF6.4	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr4g0063671	MtPrx66	peroxidase	PMID:27375649
MtrunA17Chr4g0063681	MtPrx[P]117	peroxidase	PMID:27375649
MtrunA17Chr4g0063841	AtEBF1-like	EIN3-binding F box protein 1 -like	
MtrunA17Chr4g0063871	MtEPFL14	Epidermal Patterning Factor-Like	PMID:29030416
MtrunA17Chr4g0064021	MtBG35	"beta-1,3-Glucanase 35"	PMID:30416059
MtrunA17Chr4g0064031	MtENODL25|MtPCY14	ENOD-like 25|Plantacyanin/Chemocyanin 14	PMID:30649463|PMID:29030416
MtrunA17Chr4g0064041	MtPCY29|MtSC12	Plantacyanin/Chemocyanin 29|stellacyanin 12	PMID:29030416
MtrunA17Chr4g0064101	MtTPR6	Topless related 6	PMID:24585835
MtrunA17Chr4g0064231	MtCML23	Calmodulin-like 23	PMID:32992668
MtrunA17Chr4g0064361	MtnsLTP86	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr4g0064531	MtSYT5	synaptotagmin 5	PMID:28265280
MtrunA17Chr4g0064831	MtN15|MtPDF2	Mtnodulin 15|Plant Defensin 2	PMID:8634476|PMID:29030416
MtrunA17Chr4g0064931	MtARP	"Ankyrin repeat-containing protein (orthologue of defense-induced Arabidopsis ARP, TC107689)"	PMID:20027302
MtrunA17Chr4g0065091	MtGLV9|MtRGF3	Golven/ Root Growth Factor|Root Meristem Growth Factor (peptide)	PMID:29030416|PMID:31831172
MtrunA17Chr4g0065241	MtKNOX9	KNOX transcription factor	PMID:26351356
MtrunA17Chr4g0065301	MtSTP7_5|MtSTP7.2 	sugar transport protein 	PMID:32016431|PMID:31568488
MtrunA17Chr4g0065311	MtSTP7_3|MtSTP7.3	sugar transport protein 	PMID:32016431|PMID:31568488
MtrunA17Chr4g0065324	MtSTP7_6	Sugar transport protein 7 (Hexose transporter)	PMID:32016431
MtrunA17Chr4g0065331	MtSTP7.4 	sugar transport protein 	PMID:31568488
MtrunA17Chr4g0065341	MtSTP7_4	Sugar transport protein 7 (Hexose transporter)	PMID:32016431
MtrunA17Chr4g0065351	MtSTP7.1 	sugar transport protein 	PMID:31568488
MtrunA17Chr4g0065391	MtDCL4	Dicer-like 4	PMID:26825594
MtrunA17Chr4g0065401	MCM2-like2	DNA replication licensing factor	
MtrunA17Chr4g0065481	MtAHA11	Plasma membrane proton pump 	PMID:26188545
MtrunA17Chr4g0065501	MtNFH1 	Nod factor hydrolase 1 (MtCHIT5)	PMID:24082029
MtrunA17Chr4g0065511	MtCHIT5b	chitinase 5 b	PMID:27383628
MtrunA17Chr4g0065731	MtIPT2	isopentenyl transferase	PMID:26351356|PMID:29593763
MtrunA17Chr4g0066271	MtGT-25	trihelix transcription factor (GT) 25	PMID:33238556
MtrunA17Chr4g0066341	MtKTN	knotted 1 binding protein	PMID:31748328
MtrunA17Chr4g0066581	MtESL16_2|MtESL2.3 	Sugar transporter ERD6-like|early-responsive to dehydration six-like	PMID:32016431|PMID:31568488
MtrunA17Chr4g0066931	MtPUCHI	"(auxin-responsive, Putative transcription factor AP2-EREBP family)"	PMID:26175514
MtrunA17Chr4g0067011	MtCUL2	CULLIN-like2	PMID:31981419
MtrunA17Chr4g0067031	MtCUL1	cullin 1	PMID:25527707
MtrunA17Chr4g0067091	MtNF-YB16	nuclear factor Y subunit B16	PMID:22939172
MtrunA17Chr4g0067151	MtFIE.16	FERTILIZATION-INDEPENDENT ENDOSPERM (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr4g0067191	MtCYP704B38	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr4g0067331	MtRALF8	Rapid Alkalinization Factor	PMID:29030416
MtrunA17Chr4g0067351	MtPRMT3	Histone methyltransferase PRMT subfamily	PMID:35161303
MtrunA17Chr4g0067791	MtTPR5	Topless related 5	PMID:24585835
MtrunA17Chr4g0067921	MtN13	Mtodulin 13 (Y10455.1 GENBANK)	PMID:8634476
MtrunA17Chr4g0067951	MtPR10-5	"Pathogenesis-related protein 10 (TC123318, PR10.2 group)"	PMID:21726379
MtrunA17Chr4g0067981	MtRRB2|MttRR2	type-B response regulator	PMID:31088345
MtrunA17Chr4g0068061	MtMYB039	Myeloblastosis (MYB) transcription factor 39	PMID:31188936
MtrunA17Chr4g0068161	MtCAMTA5	Calmodulin-binding transcription activator 5	PMID:26150823
MtrunA17Chr4g0068331	MtHAG22	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr4g0068361	MtTPD9	Tapetum Determinant 	PMID:29030416
MtrunA17Chr4g0068511	MCM2-like1	minichromosome maintenance (MCM2/3/5) family protein	
MtrunA17Chr4g0068621	MtPrx85	peroxidase	PMID:27375649
MtrunA17Chr4g0068891	MtGA2ox6	Gibberellin C20-GA2-oxidase 6  (GA inactivation)	PMID:30976084
MtrunA17Chr4g0068921	MtMYB093	Myeloblastosis (MYB) transcription factor 93	PMID:31188936
MtrunA17Chr4g0069001	AtDRM3-like	(cytosine-5)-methyltransferase 3 -like	
MtrunA17Chr4g0069171	MtATG8g	Autophagy related gene	PMID:34824334
MtrunA17Chr4g0069351	MtABAB15	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr4g0069361	MtABAB16	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr4g0069391	MtNRPA2	RNA Pol subunit	
MtrunA17Chr4g0069401	MtABAB17	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr4g0069411	MtABAB18	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr4g0069551	MtENODL26|MtPCY62	ENOD-like 26|Plantacyanin/Chemocyanin 62	PMID:30649463|PMID:29030416
MtrunA17Chr4g0069771	MtLAT52/POE_41	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr4g0069791	MtSPIKE1	RopGEF (guanine nucleotide exchange factor)	PMID:22683509
MtrunA17Chr4g0069801	MtBG28	"beta-1,3-Glucanase 28"	PMID:30416059
MtrunA17Chr4g0070011	MtSUCS1	sucrose synthase 1	PMID:25527707
MtrunA17Chr4g0070181	MtARF13	auxin response factor 13	PMID:25759704
MtrunA17Chr4g0070561	MtOPR3	oxophytodienoate-reductase 3 (jasmonic acid biosynthesis)	PMID:25922487
MtrunA17Chr4g0070591	MtGRF3	"growth-regulating factor 3 (plant-specific transcription factor, BG454006)"	PMID:23566016
MtrunA17Chr4g0070611	MtMYB14|MtMYB022	MYB transcription factor	PMID:24948832|PMID:31188936
MtrunA17Chr4g0070791	MtFIE.17	FERTILIZATION-INDEPENDENT ENDOSPERM (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr4g0070941	MtPUB36	Plant U-box protein 36	PMID:28771553
MtrunA17Chr4g0070951	MtPrx09	peroxidase 09	PMID:27375649
MtrunA17Chr4g0071051	MtHSFA9	heat shock factor A9	PMID:32683703
MtrunA17Chr4g0071111	MtCKX2	cytokinin oxidase 2	PMID:25804975
MtrunA17Chr4g0071121	MtCKX8	cytokinin oxydase 8	PMID:33190018
MtrunA17Chr4g0071291	MtBGAL17	beta-galactosidase 17	PMID:34451684
MtrunA17Chr4g0071381	MtCLE44	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:28839170
MtrunA17Chr4g0071551	MtPIN7	PIN-FORMED auxin efflux carrier component	PMID:15375694
MtrunA17Chr4g0071571	MtPIN2	PIN-FORMED auxin efflux carrier component	PMID:15375694
MtrunA17Chr4g0072091	MtPrx14	peroxidase	PMID:27375649
MtrunA17Chr4g0072131	MtAHA4	Plasma membrane proton pump 	PMID:26188545
MtrunA17Chr4g0072251	MtVIN3	VERNALIZATION INSENSITIVE 3	PMID:34528312
MtrunA17Chr4g0072291	MtPLT5	plethora ERF	PMID:26253408
